date,dzongkhag,commodity,price_nu_per_kg,quantity_kg,market
2026-04-19,Lhuentse,Broccoli,72.42,147.8,Municipal Vegetable Market
2026-04-19,Lhuentse,Onion,58.1,398.1,Centenary Farmers Market
2026-04-19,Lhuentse,Spinach,50.01,344.2,Municipal Vegetable Market
2026-04-19,Lhuentse,Chilli (dried),282.85,376.8,Centenary Farmers Market
2026-04-19,Lhuentse,Chilli (fresh),130.15,163.9,Centenary Farmers Market
2026-04-19,Lhuentse,Cauliflower,45.41,257.0,Municipal Vegetable Market
2026-04-19,Lhuentse,Potato,38.01,389.3,Municipal Vegetable Market
2026-04-19,Mongar,Onion,63.18,165.6,Centenary Farmers Market
2026-04-19,Mongar,Radish,22.83,147.0,Weekend Roadside Market
2026-04-19,Mongar,Tomato,67.61,68.7,Weekend Roadside Market
2026-04-19,Mongar,Spinach,25.17,238.8,Centenary Farmers Market
2026-04-19,Mongar,Broccoli,76.63,32.1,Centenary Farmers Market
2026-04-19,Mongar,Chilli (fresh),103.13,297.4,Municipal Vegetable Market
2026-04-19,Trashigang,  ONION  ,64.5,114.7,Centenary Farmers Market
2026-04-19,Trashigang,Spinach,34.96,418.9,Municipal Vegetable Market
2026-04-19,Trashigang,Potato,33.58,247.8,Weekend Roadside Market
2026-04-19,Trashigang,Cabbage,32.49,269.0,Weekend Roadside Market
2026-04-19,Trashigang,Chilli (fresh),123.65,114.2,Municipal Vegetable Market
2026-04-19,Trashigang,Cauliflower,30.39,184.7,Weekend Roadside Market
2026-04-19,Trashigang,Radish,19.2,368.9,Municipal Vegetable Market
2026-04-19,Sarpang,Radish,20.01,33.9,Municipal Vegetable Market
2026-04-19,Sarpang,Tomato,81.36,114.9,Municipal Vegetable Market
2026-04-19,Sarpang,Cabbage,20.34,131.3,Municipal Vegetable Market
2026-04-19,Sarpang,Broccoli,58.27,387.1,Municipal Vegetable Market
2026-04-19,Sarpang,Chilli (fresh),74.77,317.0,Weekend Roadside Market
2026-04-19,Sarpang,Spinach,40.02,353.0,Weekend Roadside Market
2026-04-19,Sarpang,Chilli (dried),256.49,269.9,Centenary Farmers Market
2026-04-19,Sarpang,Potato,42.39,229.5,Centenary Farmers Market
2026-04-19,Sarpang,Cauliflower,62.09,166.0,Municipal Vegetable Market
2026-04-19,Sarpang,Onion,78.83,270.2,Centenary Farmers Market
2026-04-19,Punakha,Tomato,68.88,276.5,Municipal Vegetable Market
2026-04-19,Punakha,Chilli (dried),290.06,353.9,Centenary Farmers Market
2026-04-19,Punakha,Cauliflower,54.69,461.6,Weekend Roadside Market
2026-04-19,Punakha,Radish,21.88,,Centenary Farmers Market
2026-04-19,Punakha,Potato,42.13,333.9,Centenary Farmers Market
2026-04-19,Punakha,Onion,69.37,473.9,Weekend Roadside Market
2026-04-19,Punakha,Cabbage,28.0,312.5,Weekend Roadside Market
2026-04-19,Punakha,Broccoli,72.8,211.9,Municipal Vegetable Market
2026-04-20,Mongar,Potato,25.16,52.3,Municipal Vegetable Market
2026-04-20,Mongar,Chilli (dried),343.92,293.0,Weekend Roadside Market
2026-04-20,Mongar,Spinach,41.84,181.0,Municipal Vegetable Market
2026-04-20,Mongar,Cabbage,16.72,394.8,Municipal Vegetable Market
2026-04-20,Mongar,Cauliflower,64.05,489.3,Municipal Vegetable Market
2026-04-20,Trongsa,Tomato,44.96,499.3,Centenary Farmers Market
2026-04-20,Trongsa,Chilli (dried),294.9,345.8,Municipal Vegetable Market
2026-04-20,Trongsa,Cauliflower,48.52,157.2,Municipal Vegetable Market
2026-04-20,Trongsa,Chilli (fresh),63.5,124.4,Weekend Roadside Market
2026-04-20,Trongsa,Cabbage,25.71,451.6,Municipal Vegetable Market
2026-04-20,Trongsa,Onion,59.55,391.0,Weekend Roadside Market
2026-04-20,Trongsa,Potato,27.64,447.4,Municipal Vegetable Market
2026-04-20,Zhemgang,Chilli (fresh),-126.75,458.9,Weekend Roadside Market
2026-04-20,Zhemgang,Spinach,26.27,181.0,Centenary Farmers Market
2026-04-20,Zhemgang,Potato,-40.32,38.8,Weekend Roadside Market
2026-04-20,Zhemgang,Tomato,65.66,276.0,Centenary Farmers Market
2026-04-20,Zhemgang,Radish,23.57,428.8,Centenary Farmers Market
2026-04-20,Zhemgang,Cabbage,29.76,52.6,Centenary Farmers Market
2026-04-20,Zhemgang,Onion,50.5,186.5,Centenary Farmers Market
2026-04-20,Zhemgang,Broccoli,51.22,218.0,Centenary Farmers Market
2026-04-20,Zhemgang,Cauliflower,51.98,231.1,Centenary Farmers Market
2026-04-20,Sarpang,Chilli (fresh),126.76,369.8,Weekend Roadside Market
2026-04-20,Sarpang,Radish,16.38,314.5,Centenary Farmers Market
2026-04-20,Sarpang,Cauliflower,37.9,395.6,Weekend Roadside Market
2026-04-20,Sarpang,Broccoli,68.29,164.7,Weekend Roadside Market
2026-04-20,Sarpang,Tomato,71.33,127.6,Municipal Vegetable Market
2026-04-20,Sarpang,Onion,65.79,104.7,Weekend Roadside Market
2026-04-20,Sarpang,Spinach,40.91,403.5,Municipal Vegetable Market
2026-04-20,Sarpang,Chilli (dried),303.05,,Weekend Roadside Market
2026-04-20,Sarpang,Potato,45.79,183.9,Centenary Farmers Market
2026-04-20,Wangdue Phodrang,Cauliflower,37.05,188.5,Centenary Farmers Market
2026-04-20,Wangdue Phodrang,Tomato,82.27,439.5,Municipal Vegetable Market
2026-04-20,Wangdue Phodrang,Broccoli,54.33,108.8,Municipal Vegetable Market
2026-04-20,Wangdue Phodrang,Cabbage,24.71,298.9,Municipal Vegetable Market
2026-04-20,Wangdue Phodrang,Chilli (fresh),89.36,295.7,Municipal Vegetable Market
2026-04-20,Paro,Cabbage,26.58,165.4,Weekend Roadside Market
2026-04-20,Paro,Cauliflower,39.07,84.1,Weekend Roadside Market
2026-04-20,Paro,Potato,34.77,123.1,Municipal Vegetable Market
2026-04-20,Paro,Radish,21.15,91.5,Centenary Farmers Market
2026-04-20,Paro,Broccoli,73.01,34.6,Centenary Farmers Market
2026-04-20,Paro,  ONION  ,57.0,444.9,Centenary Farmers Market
2026-04-20,Paro,Chilli (dried),257.56,337.3,Weekend Roadside Market
2026-04-20,Paro,Chilli (fresh),83.83,332.3,Centenary Farmers Market
2026-04-20,Paro,Tomato,85.45,343.2,Weekend Roadside Market
2026-04-20,Trashigang,Broccoli,88.63,461.6,Weekend Roadside Market
2026-04-20,Trashigang,Radish,16.58,241.0,Weekend Roadside Market
2026-04-20,Trashigang,Spinach,31.34,412.0,Weekend Roadside Market
2026-04-20,Trashigang,Chilli (dried),250.93,328.9,Municipal Vegetable Market
2026-04-20,Trashigang,Cabbage,18.43,180.8,Centenary Farmers Market
2026-04-20,Trashigang,Onion,60.5,55.6,Centenary Farmers Market
2026-04-20,Trashigang,Tomato,80.16,407.8,Municipal Vegetable Market
2026-04-20,Tsirang,Cabbage,17.88,159.7,Weekend Roadside Market
2026-04-20,Tsirang,Potato,35.35,44.7,Weekend Roadside Market
2026-04-20,Tsirang,Radish,26.17,367.1,Centenary Farmers Market
2026-04-20,Tsirang,Chilli (fresh),143.5,400.8,Weekend Roadside Market
2026-04-20,Tsirang,Broccoli,80.95,386.1,Weekend Roadside Market
2026-04-20,Tsirang,Cauliflower,33.52,402.2,Municipal Vegetable Market
2026-04-20,Tsirang,Spinach,25.88,125.1,Municipal Vegetable Market
2026-04-20,Tsirang,Onion,51.78,109.8,Centenary Farmers Market
2026-04-20,Tsirang,Chilli (dried),218.15,377.8,Municipal Vegetable Market
2026-04-20,Tsirang,Tomato,82.1,321.6,Centenary Farmers Market
2026-04-20,Samtse,Spinach,35.93,424.2,Centenary Farmers Market
2026-04-20,Samtse,Chilli (dried),206.19,222.7,Centenary Farmers Market
2026-04-20,Samtse,Onion,54.84,414.1,Weekend Roadside Market
2026-04-20,Samtse,Chilli (fresh),74.63,169.5,Municipal Vegetable Market
2026-04-21,Haa,Tomato,58.1,297.4,Weekend Roadside Market
2026-04-21,Haa,Broccoli,57.49,177.6,Municipal Vegetable Market
2026-04-21,Haa,Spinach,21.68,431.6,Municipal Vegetable Market
2026-04-21,Haa,Potato,30.28,461.0,Municipal Vegetable Market
2026-04-21,Paro,Chilli (dried),261.05,354.0,Centenary Farmers Market
2026-04-21,Paro,Chilli (fresh),89.85,477.4,Weekend Roadside Market
2026-04-21,Paro,Broccoli,53.32,491.0,Municipal Vegetable Market
2026-04-21,Paro,Cabbage,19.99,99.7,Weekend Roadside Market
2026-04-21,Paro,Radish,14.3,146.7,Municipal Vegetable Market
2026-04-21,Paro,Onion,74.8,,Centenary Farmers Market
2026-04-21,Trashigang,Cauliflower,63.76,43.0,Weekend Roadside Market
2026-04-21,Trashigang,Chilli (dried),177.33,336.9,Weekend Roadside Market
2026-04-21,Trashigang,Potato,40.43,78.9,Weekend Roadside Market
2026-04-21,Trashigang,Broccoli,58.98,163.9,Municipal Vegetable Market
2026-04-21,Trashigang,Radish,26.27,382.1,Centenary Farmers Market
2026-04-21,Trashigang,Chilli (fresh),113.64,153.9,Centenary Farmers Market
2026-04-21,Trashigang,Cabbage,19.69,238.5,Municipal Vegetable Market
2026-04-21,Trashigang,Spinach,24.07,310.1,Weekend Roadside Market
2026-04-21,Trongsa,Spinach,19.9,,Weekend Roadside Market
2026-04-21,Trongsa,Chilli (dried),249.87,71.6,Municipal Vegetable Market
2026-04-21,Trongsa,Tomato,53.83,433.5,Municipal Vegetable Market
2026-04-21,Trongsa,Cabbage,25.6,123.8,Weekend Roadside Market
2026-04-21,Trongsa,Chilli (fresh),103.16,88.9,Weekend Roadside Market
2026-04-21,Trongsa,Radish,24.0,109.7,Weekend Roadside Market
2026-04-21,Trongsa,Potato,31.93,239.6,Weekend Roadside Market
2026-04-21,Trongsa,Cauliflower,44.99,131.1,Weekend Roadside Market
2026-04-21,Chukha,Radish,23.04,261.7,Centenary Farmers Market
2026-04-21,Chukha,Cauliflower,44.99,215.6,Weekend Roadside Market
2026-04-21,Chukha,Spinach,32.86,375.6,Centenary Farmers Market
2026-04-21,Chukha,Onion,58.41,441.7,Centenary Farmers Market
2026-04-21,Tsirang,Broccoli,62.57,106.5,Weekend Roadside Market
2026-04-21,Tsirang,Spinach,18.71,227.6,Centenary Farmers Market
2026-04-21,Tsirang,Radish,18.84,340.4,Centenary Farmers Market
2026-04-21,Tsirang,Chilli (fresh),120.43,82.7,Municipal Vegetable Market
2026-04-21,Tsirang,Cauliflower,54.2,277.5,Weekend Roadside Market
2026-04-21,Tsirang,Cabbage,23.16,77.9,Weekend Roadside Market
2026-04-21,Tsirang,Potato,46.08,462.1,Weekend Roadside Market
2026-04-21,Wangdue Phodrang,Radish,17.31,329.2,Centenary Farmers Market
2026-04-21,Wangdue Phodrang,Potato,38.98,477.3,Weekend Roadside Market
2026-04-21,Wangdue Phodrang,Chilli (dried),-240.31,247.8,Centenary Farmers Market
2026-04-21,Wangdue Phodrang,Broccoli,51.64,442.9,Weekend Roadside Market
2026-04-21,Wangdue Phodrang,Cabbage,18.79,113.2,Weekend Roadside Market
2026-04-21,Wangdue Phodrang,Onion,57.03,20.4,Municipal Vegetable Market
2026-04-21,Wangdue Phodrang,Cauliflower,53.61,269.9,Municipal Vegetable Market
2026-04-21,Wangdue Phodrang,Tomato,49.69,229.6,Centenary Farmers Market
2026-04-21,Wangdue Phodrang,Chilli (fresh),116.6,71.4,Municipal Vegetable Market
2026-04-21,Zhemgang,Spinach,33.21,322.5,Weekend Roadside Market
2026-04-21,Zhemgang,Tomato,30.13,324.7,Weekend Roadside Market
2026-04-21,Zhemgang,Chilli (fresh),126.94,205.1,Weekend Roadside Market
2026-04-21,Zhemgang,Potato,31.97,62.0,Municipal Vegetable Market
2026-04-21,Zhemgang,Onion,73.33,203.7,Weekend Roadside Market
2026-04-21,Lhuentse,Chilli (dried),214.74,396.5,Weekend Roadside Market
2026-04-21,Lhuentse,Broccoli,64.77,69.6,Municipal Vegetable Market
2026-04-21,Lhuentse,Tomato,57.43,377.3,Centenary Farmers Market
2026-04-21,Lhuentse,Cauliflower,52.51,393.2,Centenary Farmers Market
2026-04-21,Lhuentse,Chilli (fresh),92.85,417.3,Weekend Roadside Market
2026-04-21,Lhuentse,Potato,34.06,117.4,Weekend Roadside Market
2026-04-21,Lhuentse,Spinach,40.86,437.6,Municipal Vegetable Market
2026-04-21,Mongar,Cabbage,18.38,89.5,Municipal Vegetable Market
2026-04-21,Mongar,Radish,23.41,74.9,Municipal Vegetable Market
2026-04-21,Mongar,Broccoli,72.18,95.7,Municipal Vegetable Market
2026-04-21,Mongar,Spinach,21.26,345.6,Centenary Farmers Market
2026-04-21,Mongar,Chilli (dried),168.7,461.6,Centenary Farmers Market
2026-04-21,Mongar,Onion,43.71,456.2,Municipal Vegetable Market
2026-04-21,Mongar,Chilli (fresh),66.8,100.3,Municipal Vegetable Market
2026-04-21,Sarpang,Cabbage,19.84,319.4,Municipal Vegetable Market
2026-04-21,Sarpang,Chilli (fresh),128.64,319.5,Weekend Roadside Market
2026-04-21,Sarpang,Tomato,63.62,470.8,Centenary Farmers Market
2026-04-21,Sarpang,Radish,16.77,26.7,Weekend Roadside Market
2026-04-21,Sarpang,Broccoli,68.85,69.4,Municipal Vegetable Market
2026-04-21,Sarpang,Potato,28.0,325.3,Weekend Roadside Market
2026-04-21,Sarpang,Cauliflower,48.76,96.4,Centenary Farmers Market
2026-04-21,Sarpang,Onion,48.31,113.7,Municipal Vegetable Market
2026-04-21,Sarpang,Spinach,44.4,138.7,Municipal Vegetable Market
2026-04-21,Sarpang,Chilli (dried),286.04,397.4,Municipal Vegetable Market
2026-04-21,Samtse,Broccoli,70.9,45.0,Weekend Roadside Market
2026-04-21,Samtse,Tomato,68.35,315.7,Municipal Vegetable Market
2026-04-21,Samtse,Spinach,38.05,116.4,Centenary Farmers Market
2026-04-21,Samtse,Radish,26.15,45.4,Centenary Farmers Market
2026-04-21,Samtse,Cabbage,18.79,177.0,Municipal Vegetable Market
2026-04-21,Samtse,Onion,63.14,405.5,Weekend Roadside Market
2026-04-21,Punakha,Spinach,36.64,376.7,Weekend Roadside Market
2026-04-21,Punakha,Chilli (dried),224.62,100.6,Municipal Vegetable Market
2026-04-21,Punakha,Tomato,77.26,343.8,Municipal Vegetable Market
2026-04-21,Punakha,Radish,17.1,430.6,Centenary Farmers Market
2026-04-21,Punakha,Onion,45.64,186.2,Centenary Farmers Market
2026-04-21,Punakha,Chilli (fresh),125.75,46.8,Weekend Roadside Market
2026-04-21,Punakha,Cauliflower,30.18,348.3,Municipal Vegetable Market
2026-04-21,Punakha,Potato,28.21,39.3,Municipal Vegetable Market
2026-04-21,Punakha,Cabbage,32.24,224.0,Centenary Farmers Market
2026-04-21,Bumthang,Chilli (dried),293.7,259.8,Weekend Roadside Market
2026-04-21,Bumthang,Chilli (fresh),65.59,341.5,Weekend Roadside Market
2026-04-21,Bumthang,Cauliflower,38.94,40.2,Municipal Vegetable Market
2026-04-21,Bumthang,Tomato,59.39,35.3,Weekend Roadside Market
2026-04-21,Bumthang,Onion,47.32,109.4,Centenary Farmers Market
2026-04-21,Bumthang,Potato,32.64,445.4,Weekend Roadside Market
2026-04-21,Bumthang,Spinach,37.01,175.9,Centenary Farmers Market
2026-04-21,Bumthang,Broccoli,47.92,147.1,Centenary Farmers Market
2026-04-21,Thimphu,Chilli (fresh),105.37,117.4,Weekend Roadside Market
2026-04-21,Thimphu,Chilli (dried),227.67,449.0,Weekend Roadside Market
2026-04-21,Thimphu,Cabbage,24.98,334.4,Municipal Vegetable Market
2026-04-21,Thimphu,Spinach,37.46,68.9,Centenary Farmers Market
2026-04-21,Thimphu,Onion,61.91,421.2,Municipal Vegetable Market
2026-04-21,Thimphu,Radish,22.25,115.1,Weekend Roadside Market
2026-04-21,Thimphu,Cauliflower,53.48,125.2,Centenary Farmers Market
2026-04-21,Thimphu,Potato,37.99,114.9,Municipal Vegetable Market
2026-04-21,Thimphu,Tomato,69.95,222.4,Municipal Vegetable Market
2026-04-21,Thimphu,Broccoli,67.13,397.7,Centenary Farmers Market
2026-04-22,Tsirang,Chilli (dried),314.41,472.6,Municipal Vegetable Market
2026-04-22,Tsirang,Cauliflower,33.43,26.8,Weekend Roadside Market
2026-04-22,Tsirang,Potato,28.6,292.9,Weekend Roadside Market
2026-04-22,Tsirang,Cabbage,25.68,218.2,Municipal Vegetable Market
2026-04-22,Tsirang,Chilli (fresh),85.47,450.8,Municipal Vegetable Market
2026-04-22,Tsirang,Radish,17.8,50.7,Centenary Farmers Market
2026-04-22,Tsirang,Tomato,61.86,365.6,Centenary Farmers Market
2026-04-22,Tsirang,Spinach,25.08,441.6,Centenary Farmers Market
2026-04-22,Tsirang,Onion,-54.8,318.2,Municipal Vegetable Market
2026-04-22,Mongar,Potato,21.88,237.4,Centenary Farmers Market
2026-04-22,Mongar,Onion,-52.15,60.2,Municipal Vegetable Market
2026-04-22,Mongar,Spinach,31.82,136.1,Municipal Vegetable Market
2026-04-22,Mongar,Radish,13.86,189.0,Municipal Vegetable Market
2026-04-22,Mongar,Cabbage,15.93,480.5,Municipal Vegetable Market
2026-04-22,Chukha,Chilli (dried),268.13,283.7,Centenary Farmers Market
2026-04-22,Chukha,Spinach,38.45,259.5,Municipal Vegetable Market
2026-04-22,Chukha,Chilli (fresh),87.91,33.9,Centenary Farmers Market
2026-04-22,Chukha,Tomato,59.26,196.6,Weekend Roadside Market
2026-04-22,Chukha,Radish,22.25,446.1,Centenary Farmers Market
2026-04-22,Chukha,Onion,61.54,392.8,Weekend Roadside Market
2026-04-22,Haa,Radish,21.51,157.7,Centenary Farmers Market
2026-04-22,Haa,Onion,64.83,433.3,Municipal Vegetable Market
2026-04-22,Haa,Chilli (dried),338.85,110.4,Centenary Farmers Market
2026-04-22,Haa,Potato,39.82,368.6,Weekend Roadside Market
2026-04-22,Haa,Cabbage,16.06,428.8,Weekend Roadside Market
2026-04-22,Bumthang,Broccoli,56.76,348.7,Municipal Vegetable Market
2026-04-22,Bumthang,Radish,18.67,225.8,Municipal Vegetable Market
2026-04-22,Bumthang,Potato,37.28,448.6,Municipal Vegetable Market
2026-04-22,Bumthang,Chilli (fresh),65.92,350.6,Municipal Vegetable Market
2026-04-22,Bumthang,Tomato,35.71,307.4,Municipal Vegetable Market
2026-04-22,Bumthang,Spinach,29.31,260.2,Municipal Vegetable Market
2026-04-22,Bumthang,Cabbage,23.97,312.2,Centenary Farmers Market
2026-04-22,Sarpang,Spinach,28.85,45.4,Centenary Farmers Market
2026-04-22,Sarpang,Potato,38.84,318.2,Weekend Roadside Market
2026-04-22,Sarpang,Radish,24.93,485.0,Municipal Vegetable Market
2026-04-22,Sarpang,Onion,58.42,177.9,Centenary Farmers Market
2026-04-22,Sarpang,Chilli (fresh),66.07,217.4,Centenary Farmers Market
2026-04-22,Sarpang,Broccoli,72.98,77.5,Weekend Roadside Market
2026-04-22,Sarpang,Tomato,37.49,217.7,Municipal Vegetable Market
2026-04-22,Sarpang,Cauliflower,48.39,175.1,Weekend Roadside Market
2026-04-22,Wangdue Phodrang,Radish,30.22,456.1,Weekend Roadside Market
2026-04-22,Wangdue Phodrang,Cauliflower,57.62,274.5,Municipal Vegetable Market
2026-04-22,Wangdue Phodrang,Chilli (fresh),121.57,145.6,Municipal Vegetable Market
2026-04-22,Wangdue Phodrang,Spinach,34.2,205.0,Weekend Roadside Market
2026-04-22,Wangdue Phodrang,Tomato,73.63,211.5,Centenary Farmers Market
2026-04-22,Wangdue Phodrang,Broccoli,92.2,474.8,Weekend Roadside Market
2026-04-22,Wangdue Phodrang,Chilli (dried),256.16,494.2,Municipal Vegetable Market
2026-04-22,Wangdue Phodrang,Cabbage,19.99,462.3,Centenary Farmers Market
2026-04-22,Wangdue Phodrang,Onion,56.95,413.0,Municipal Vegetable Market
2026-04-22,Samtse,Onion,52.59,185.8,Centenary Farmers Market
2026-04-22,Samtse,Radish,24.68,80.9,Centenary Farmers Market
2026-04-22,Samtse,Chilli (dried),276.49,165.6,Weekend Roadside Market
2026-04-22,Samtse,Spinach,40.57,298.3,Centenary Farmers Market
2026-04-22,Samtse,Cauliflower,50.35,49.1,Centenary Farmers Market
2026-04-22,Samtse,Broccoli,61.58,210.1,Centenary Farmers Market
2026-04-22,Samtse,Potato,44.51,132.6,Centenary Farmers Market
2026-04-22,Samtse,Cabbage,33.89,239.4,Weekend Roadside Market
2026-04-22,Samtse,Chilli (fresh),69.88,239.8,Centenary Farmers Market
2026-04-22,Samtse,Tomato,58.7,65.4,Municipal Vegetable Market
2026-04-22,Trongsa,Radish,26.66,76.2,Weekend Roadside Market
2026-04-22,Trongsa,Tomato,61.39,219.9,Centenary Farmers Market
2026-04-22,Trongsa,Potato,40.25,135.6,Weekend Roadside Market
2026-04-22,Trongsa,Cabbage,21.81,330.7,Municipal Vegetable Market
2026-04-22,Trongsa,Chilli (fresh),118.15,476.7,Weekend Roadside Market
2026-04-22,Trongsa,Spinach,38.17,413.7,Weekend Roadside Market
2026-04-22,Trongsa,Chilli (dried),364.16,483.0,Centenary Farmers Market
2026-04-22,Trongsa,Broccoli,58.74,111.7,Centenary Farmers Market
2026-04-22,Paro,Spinach,27.83,442.3,Centenary Farmers Market
2026-04-22,Paro,Potato,39.0,297.7,Weekend Roadside Market
2026-04-22,Paro,Cauliflower,39.87,302.2,Centenary Farmers Market
2026-04-22,Paro,Onion,41.44,211.4,Centenary Farmers Market
2026-04-22,Paro,Chilli (dried),284.19,356.9,Municipal Vegetable Market
2026-04-22,Punakha,Tomato,73.29,40.9,Municipal Vegetable Market
2026-04-22,Punakha,Potato,29.95,287.6,Weekend Roadside Market
2026-04-22,Punakha,Cauliflower,33.76,492.6,Weekend Roadside Market
2026-04-22,Punakha,Broccoli,75.61,392.4,Municipal Vegetable Market
2026-04-22,Zhemgang,Radish,22.2,266.0,Centenary Farmers Market
2026-04-22,Zhemgang,Potato,-23.14,210.4,Centenary Farmers Market
2026-04-22,Zhemgang,Cauliflower,52.03,,Municipal Vegetable Market
2026-04-22,Zhemgang,Spinach,30.43,433.6,Municipal Vegetable Market
2026-04-22,Zhemgang,Broccoli,77.79,90.2,Centenary Farmers Market
2026-04-22,Thimphu,Cabbage,25.71,442.6,Weekend Roadside Market
2026-04-22,Thimphu,Tomato,67.36,112.6,Weekend Roadside Market
2026-04-22,Thimphu,Chilli (dried),354.37,308.9,Weekend Roadside Market
2026-04-22,Thimphu,Potato,30.74,132.3,Weekend Roadside Market
2026-04-22,Trashigang,Chilli (fresh),130.85,243.2,Centenary Farmers Market
2026-04-22,Trashigang,Radish,13.36,280.9,Weekend Roadside Market
2026-04-22,Trashigang,Chilli (dried),255.15,389.9,Municipal Vegetable Market
2026-04-22,Trashigang,Cabbage,28.72,395.1,Municipal Vegetable Market
2026-04-22,Trashigang,Cauliflower,42.73,121.2,Municipal Vegetable Market
2026-04-22,Trashigang,Spinach,27.23,180.6,Weekend Roadside Market
2026-04-22,Trashigang,Onion,55.84,301.3,Centenary Farmers Market
2026-04-22,Trashigang,  BROCCOLI  ,54.15,356.5,Weekend Roadside Market
2026-04-22,Trashigang,Tomato,69.79,443.1,Weekend Roadside Market
2026-04-22,Trashigang,Potato,23.95,,Municipal Vegetable Market
2026-04-22,Lhuentse,Radish,23.94,210.9,Municipal Vegetable Market
2026-04-22,Lhuentse,Chilli (fresh),95.91,124.9,Municipal Vegetable Market
2026-04-22,Lhuentse,Onion,62.76,192.3,Weekend Roadside Market
2026-04-22,Lhuentse,Spinach,28.32,340.2,Centenary Farmers Market
2026-04-22,Lhuentse,Cabbage,27.91,304.7,Weekend Roadside Market
2026-04-22,Lhuentse,  CHILLI (DRIED)  ,255.27,30.2,Weekend Roadside Market
2026-04-22,Lhuentse,Tomato,63.46,295.2,Municipal Vegetable Market
2026-04-22,Lhuentse,Broccoli,73.47,159.7,Weekend Roadside Market
2026-04-22,Lhuentse,Cauliflower,53.6,169.1,Centenary Farmers Market
2026-04-23,Punakha,Radish,17.69,39.0,Municipal Vegetable Market
2026-04-23,Punakha,Chilli (dried),225.28,189.0,Municipal Vegetable Market
2026-04-23,Punakha,Cabbage,30.29,264.7,Centenary Farmers Market
2026-04-23,Punakha,Potato,27.28,175.6,Weekend Roadside Market
2026-04-23,Punakha,Chilli (fresh),120.55,426.2,Weekend Roadside Market
2026-04-23,Punakha,Spinach,19.33,41.3,Weekend Roadside Market
2026-04-23,Punakha,Onion,67.66,147.6,Weekend Roadside Market
2026-04-23,Punakha,Broccoli,62.69,412.9,Weekend Roadside Market
2026-04-23,Punakha,Tomato,54.42,27.0,Centenary Farmers Market
2026-04-23,Lhuentse,Radish,21.03,116.4,Municipal Vegetable Market
2026-04-23,Lhuentse,Chilli (fresh),95.6,257.4,Weekend Roadside Market
2026-04-23,Lhuentse,Spinach,31.39,44.1,Centenary Farmers Market
2026-04-23,Lhuentse,Cabbage,19.92,265.0,Municipal Vegetable Market
2026-04-23,Lhuentse,Broccoli,48.33,435.3,Centenary Farmers Market
2026-04-23,Lhuentse,Cauliflower,55.26,40.2,Municipal Vegetable Market
2026-04-23,Lhuentse,Potato,34.47,486.8,Municipal Vegetable Market
2026-04-23,Lhuentse,Onion,57.59,338.9,Weekend Roadside Market
2026-04-23,Lhuentse,Tomato,47.58,317.8,Municipal Vegetable Market
2026-04-23,Lhuentse,Chilli (dried),221.09,498.5,Weekend Roadside Market
2026-04-23,Tsirang,Radish,24.45,478.1,Municipal Vegetable Market
2026-04-23,Tsirang,Cabbage,20.96,251.5,Weekend Roadside Market
2026-04-23,Tsirang,Chilli (fresh),135.73,356.5,Centenary Farmers Market
2026-04-23,Tsirang,Broccoli,87.27,56.5,Municipal Vegetable Market
2026-04-23,Tsirang,Cauliflower,55.17,329.6,Centenary Farmers Market
2026-04-23,Tsirang,Potato,39.74,216.2,Centenary Farmers Market
2026-04-23,Samtse,Potato,41.77,81.4,Centenary Farmers Market
2026-04-23,Samtse,Cauliflower,53.29,370.8,Centenary Farmers Market
2026-04-23,Samtse,Radish,19.19,61.1,Weekend Roadside Market
2026-04-23,Samtse,Broccoli,55.85,159.7,Municipal Vegetable Market
2026-04-23,Samtse,Onion,47.87,27.0,Municipal Vegetable Market
2026-04-23,Samtse,Chilli (dried),233.41,78.5,Weekend Roadside Market
2026-04-23,Samtse,Chilli (fresh),114.53,136.2,Centenary Farmers Market
2026-04-23,Trongsa,Cabbage,13.67,297.5,Municipal Vegetable Market
2026-04-23,Trongsa,Cauliflower,45.29,413.1,Centenary Farmers Market
2026-04-23,Trongsa,Onion,60.63,325.5,Weekend Roadside Market
2026-04-23,Trongsa,Chilli (dried),-182.4,282.5,Centenary Farmers Market
2026-04-23,Trongsa,Radish,20.57,97.6,Centenary Farmers Market
2026-04-23,Trongsa,Tomato,78.99,173.0,Centenary Farmers Market
2026-04-23,Trongsa,Spinach,33.62,120.7,Centenary Farmers Market
2026-04-23,Trongsa,Chilli (fresh),131.85,40.7,Centenary Farmers Market
2026-04-23,Haa,Broccoli,61.71,339.4,Municipal Vegetable Market
2026-04-23,Haa,Cauliflower,26.11,160.0,Municipal Vegetable Market
2026-04-23,Haa,Chilli (dried),229.76,479.1,Centenary Farmers Market
2026-04-23,Haa,Tomato,54.37,412.4,Municipal Vegetable Market
2026-04-23,Trashigang,Tomato,70.29,312.3,Municipal Vegetable Market
2026-04-23,Trashigang,Potato,39.79,465.4,Weekend Roadside Market
2026-04-23,Trashigang,Cauliflower,61.99,230.4,Weekend Roadside Market
2026-04-23,Trashigang,Chilli (dried),159.58,38.9,Centenary Farmers Market
2026-04-23,Trashigang,Spinach,42.02,403.9,Centenary Farmers Market
2026-04-23,Trashigang,Chilli (fresh),123.5,320.4,Weekend Roadside Market
